Name;ReleaseDate;Action;Adventure;Children;Comedy;Crime;Documentary;Drama;Fantasy;Noir;Horror;Musical;Mystery;Romance;SciFi;Thriller;War;Western;AvgRating;Watches
Hav Plenty;1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;6
Henry Fool;1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;113
Marie Baie Des Anges;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.5;2
Mr. Jealousy;1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.22;32
Mulan;1998;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74;490
Resurrection Man;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;1
The X-Files: Fight the Future;1998;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.49;996
I Went Down;1997;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.76;41
Doctor Dolittle;1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.93;527
Out of Sight;1998;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3.8;908
Picnic at Hanging Rock;1975;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.83;167
Smoke Signals;1998;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;372
Voyage to the Beginning of the World;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
Buffalo 66;1998;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;354
Armageddon;1998;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.19;1110
Lethal Weapon 4;1998;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.14;669
Madeline;1998;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;116
Small Soldiers;1998;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2.81;364
Pi;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.79;613
Whatever;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.42;52
There's Something About Mary;1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9;1371
Plan 9 from Outer Space;1958;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.63;249
Wings;1927;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.89;45
The Broadway Melody;1929;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.19;32
All Quiet on the Western Front;1930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.19;268
Cimarron;1931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.38;29
Grand Hotel;1932;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;84
Cavalcade;1933;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;5
Mutiny on the Bounty;1935;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.03;225
The Great Ziegfeld;1936;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.28;36
The Life of ?mile Zola;1937;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;21
You Can't Take It With You;1938;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.01;77
How Green Was My Valley;1941;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;107
Mrs. Miniver;1942;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.88;82
Going My Way;1944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.73;63
The Lost Weekend;1945;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.91;122
The Best Years of Our Lives;1946;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.12;236
Gentleman's Agreement;1947;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.89;91
Hamlet;1948;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;113
All the King's Men;1949;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;119
The Greatest Show on Earth;1952;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.28;61
From Here to Eternity;1953;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;4.1;364
On the Waterfront;1954;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.27;519
Marty;1955;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.98;205
West Side Story;1961;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4.06;761
Tom Jones;1963;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.86;198
Man for All Seasons, A;1966;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;219
In the Heat of the Night;1967;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4.13;348
Oliver!;1968;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.69;213
Midnight Cowboy;1969;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.11;663
The French Connection;1971;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4.1;861
Rocky;1976;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.94;1129
Kramer Vs. Kramer;1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.8;452
Ordinary People;1980;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.99;507
Chariots of Fire;1981;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.8;634
Terms of Endearment;1983;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.61;530
Out of Africa;1985;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.65;626
The Last Emperor;1987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.98;636
Rain Man;1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.05;1330
Driving Miss Daisy;1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;652
Take the Money and Run;1969;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.05;252
Klute;1971;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.81;302
Repo Man;1984;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.68;751
Metropolitan;1990;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.65;198
Labyrinth;1986;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.64;554
The Breakfast Club;1985;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;1539
Nightmare on Elm Street Part 2: Freddy's Revenge, A;1985;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.32;274
Nightmare on Elm Street 3: Dream Warriors, A;1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.64;268
Nightmare on Elm Street 4: The Dream Master, A;1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.24;242
Nightmare on Elm Street 5: The Dream Child, A;1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;200
Freddy's Dead: The Final Nightmare;1991;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.18;215
Friday the 13th;1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.04;317
Friday the 13th Part 2;1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.43;171
Friday the 13th Part 3: 3D;1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.98;199
Friday the 13th: The Final Chapter;1984;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.18;169
Friday the 13th Part V: A New Beginning;1985;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.08;114
Friday the 13th Part VI: Jason Lives;1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.18;112
Friday the 13th Part VII: The New Blood;1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.15;91
Friday the 13th Part VIII: Jason Takes Manhattan;1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.84;99
Halloween;1978;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.71;506
Halloween II;1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.75;195
Halloween III: Season of the Witch;1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.1;105
Halloween 4: The Return of Michael Myers;1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.41;129
Halloween 5: The Revenge of Michael Myers;1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.13;127
Prom Night;1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.33;91
Hello Mary Lou: Prom Night II;1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.1;51
Prom Night III: The Last Kiss;1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.47;15
Prom Night IV: Deliver Us From Evil;1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.69;16
Child's Play;1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.7;239
Child's Play 2;1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.11;133
Child's Play 3;1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.9;97
Poltergeist;1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.68;795
Poltergeist II: The Other Side;1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.42;182
Poltergeist III;1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1.83;112
The Exorcist;1973;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.96;885
Exorcist II: The Heretic;1977;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.77;113
The Exorcist III;1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.75;127
Lethal Weapon;1987;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.89;1627
Lethal Weapon 2;1989;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.55;1011
Lethal Weapon 3;1992;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.25;802
Gremlins;1984;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.27;776
Gremlins 2: The New Batch;1990;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.51;372
The Goonies;1985;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.5;716
The Mask of Zorro;1998;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.56;983
Polish Wedding;1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.68;65
The This Worldn the Fireworks;1996;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2.53;15
Soylent Green;1973;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.52;422
Metropolis;1926;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.08;388
Back to the Future Part II;1989;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.34;1158
Back to the Future Part III;1990;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;3.24;1148
The Poseidon Adventure;1972;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.45;622
Freaky Friday;1977;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;180
The Absent Minded Professor;1961;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.45;380
The Apple Dumpling Gang Rides Again;1979;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.66;109
Babes in Toyland;1961;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2.99;162
Bambi;1942;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74;589
Seven Samurai (The Magnificent Seven) (Shichinin no samurai);1954;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.56;628
Dangerous Liaisons;1988;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.97;773
Dune;1984;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.36;789
The Last Temptation of Christ;1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;254
The Godfather: Part III;1990;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.34;774
The Rapture;1991;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.32;148
Lolita;1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.34;221
Disturbing Behavior;1998;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.69;161
Mafia!;1998;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2.45;129
Saving Private Ryan;1998;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.34;2653
Billy's Hollywood Screen Kiss;1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.67;76
East Palace West Palace (Dong gong xi gong);1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
$1,000,000 Duck;1971;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.03;37
The Barefoot Executive;1971;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.93;40
The Black Cauldron;1985;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;200
The Black Hole;1979;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.77;295
Blackbeard's Ghost;1968;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.11;57
Blank Check;1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22;96
Candleshoe;1977;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.54;54
The Cat from Outer Space;1978;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.9;198
Cheetah;1989;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
The Computer Wore Tennis Shoes;1970;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.95;128
Condorman;1981;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67;145
D2: The Mighty Ducks;1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;193
Darby O'Gill and the Little People;1959;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.27;158
The Devil and Max Devlin;1981;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;52
Far Off Place, A;1993;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.45;55
Flight of the Navigator;1986;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.47;536
The Gnome-Mobile;1967;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;22
The Great Mouse Detective;1986;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;131
The Happiest Millionaire;1967;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.32;37
Herbie Goes Bananas;1980;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;104
Herbie Goes to Monte Carlo;1977;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55;101
Hocus Pocus;1993;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.87;183
Honey, I Blew Up the Kid;1992;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.26;381
Honey, I Shrunk the Kids;1989;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2.93;1045
Hot Lead and Cold Feet;1978;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.83;42
In Search of the Castaways;1962;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;18
The Incredible Journey;1963;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.34;91
The Negotiator;1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.61;799
The Parent Trap;1998;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.28;268
BASEketball;1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.99;183
Full Tilt Boogie;1997;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.57;7
The Governess;1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.2;70
Seventh Heaven;1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.5;8
Roger & Me;1989;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4.07;798
The Purple Rose of Cairo;1985;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.6;479
Out of the Past;1947;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4.15;106
Doctor Zhivago;1965;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;4.07;564
Fanny and Alexander;1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;128
The Trip to Bountiful;1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;140
Tender Mercies;1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.91;264
And the Band Played On;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.93;171
The 'burbs;1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.91;303
Fandango;1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;66
The Night Porter (Il Portiere di notte);1974;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.52;21
Mephisto;1981;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.74;81
Blue Velvet;1986;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.76;654
The Journey of Natty Gann;1985;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.49;154
The Jungle Book;1967;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.82;664
Kidnapped;1960;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.57;14
Lady and the Tramp;1955;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.8;864
The Little Mermaid;1989;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.76;1035
The Mighty Ducks;1992;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;361
The Muppet Christmas Carol;1992;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.61;262
Newsies;1992;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.13;93
101 Dalmatians;1961;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;565
One Magic Christmas;1985;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3.55;29
Peter Pan;1953;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3.66;594
Popeye;1980;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2.59;471
The Rescuers Down Under;1990;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;239
The Rescuers;1977;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.47;249
Return from Witch Mountain;1978;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.85;186
The Return of Jafar;1993;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2.44;163
Return to Oz;1985;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2.85;276
The Rocketeer;1991;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.11;736
The Shaggy D.A.;1976;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.97;113
Sleeping Beauty;1959;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.71;511
Something Wicked This Way Comes;1983;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.49;213
Son of Flubber;1963;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.14;76
Song of the South;1946;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.6;221
Splash;1984;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;3.43;1163
Squanto: A Warrior's Tale;1994;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;15
Steamboat Willie;1940;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.39;197
Tall Tale;1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.08;37
Tex;1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.34;53
Tron;1982;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.36;970
Swing Kids;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.3;185
Halloween: H20;1998;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.69;199
L.A. Story;1991;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.71;825
The Jerk;1979;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74;573
Dead Men Don't Wear Plaid;1982;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;3.26;367
The Man with Two Brains;1983;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.23;312
Grand Canyon;1991;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.49;346
Graveyard Shift;1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.15;79
The Outsiders;1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;256
Indiana Jones and the Temple of Doom;1984;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.68;1127
The Lord of the Rings;1978;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.33;438
Nineteen Eighty-Four;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.72;278
The Dead Zone;1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.7;363
Maximum Overdrive;1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.27;147
Needful Things;1993;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.94;242
Cujo;1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.73;245
Children of the Corn;1984;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.45;233
All Dogs Go to Heaven;1989;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.87;215
The Addams Family;1991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;714
Ever After: A Cinderella Story;1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.71;416
Snake Eyes;1998;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;2.75;495
First Love, Last Rites;1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.5;4
Safe Men;1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.32;25
The Saltmen of Tibet;1997;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.75;8
Atlantic City;1980;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;3.83;304
Autumn Sonata;1978;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;30
Who's Afraid of Virginia Woolf?;1966;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.07;297
Adventures in Babysitting;1987;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.28;541
Weird Science;1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42;510
Doctor Dolittle;1967;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.2;238
The Nutty Professor;1963;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.15;222
Charlotte's Web;1973;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;497
Watership Down;1978;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3.84;305
The Secret of NIMH;1982;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;369
The Dark Crystal;1982;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.65;710
American Tail, An;1986;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.43;404
American Tail: Fievel Goes West, An;1991;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.83;201
Legend;1985;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3.27;355
Sixteen Candles;1984;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;719
Pretty in Pink;1986;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.37;693
St. Elmo's Fire;1985;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.11;352
The Clan of the Cave Bear;1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.55;231
House;1986;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.89;166
House II: The Second Story;1987;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.25;103
The Gods Must Be Crazy;1980;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.73;695
The Gods Must Be Crazy II;1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;128
Air Bud: Golden Receiver;1998;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.12;69
The Avengers;1998;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;288
How Stella Got Her Groove Back;1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.79;140
The Slums of Beverly Hills;1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.31;267
The Best Man (Il Testimone dello sposo);1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.78;9
The Chambermaid on the Titanic;1998;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.25;20
Henry: Portrait of a Serial Killer, Part 2;1996;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2.6;20
Henry: Portrait of a Serial Killer;1990;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3.48;219
Rosemary's Baby;1968;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.82;712
The NeverEnding Story;1984;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.61;699
The NeverEnding Story II: The Next Chapter;1990;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.41;177
Attack of the Killer Tomatoes!;1980;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.61;206
