id,year,category,overallMotivation,laureate_id,motivation,share
810,1909,Medicine,,303,&quot;for his work on the physiology, pathology and surgery of the thyroid gland&quot;,1
816,1908,Medicine,,301,&quot;in recognition of their work on immunity&quot;,2
817,1908,Medicine,,302,&quot;in recognition of their work on immunity&quot;,2
823,1907,Medicine,,300,&quot;in recognition of his work on the role played by protozoa in causing diseases&quot;,1
829,1906,Medicine,,298,&quot;in recognition of their work on the structure of the nervous system&quot;,2
830,1906,Medicine,,299,&quot;in recognition of their work on the structure of the nervous system&quot;,2
835,1905,Medicine,,297,&quot;for his investigations and discoveries in relation to tuberculosis&quot;,1
840,1904,Medicine,,296,&quot;in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged&quot;,1
848,1903,Medicine,,295,&quot;in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science&quot;,1
854,1902,Medicine,,294,&quot;for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it&quot;,1
860,1901,Medicine,,293,&quot;for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths&quot;,1
8,2012,Peace,,881,&quot;for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe&quot;,1
19,2011,Peace,,869,&quot;for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work&quot;,3
20,2011,Peace,,870,&quot;for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work&quot;,3
21,2011,Peace,,871,&quot;for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work&quot;,3
31,2010,Peace,,855,&quot;for his long and non-violent struggle for fundamental human rights in China&quot;,1
45,2009,Peace,,845,&quot;for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples&quot;,1
58,2008,Peace,,833,&quot;for his important efforts, on several continents and over more than three decades, to resolve international conflicts&quot;,1
67,2007,Peace,,818,&quot;for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change&quot;,2
68,2007,Peace,,819,&quot;for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change&quot;,2
78,2006,Peace,,809,&quot;for their efforts to create economic and social development from below&quot;,2
79,2006,Peace,,810,&quot;for their efforts to create economic and social development from below&quot;,2
90,2005,Peace,,797,&quot;for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way&quot;,2
91,2005,Peace,,798,&quot;for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way&quot;,2
103,2004,Peace,,783,&quot;for her contribution to sustainable development, democracy and peace&quot;,1
114,2003,Peace,,773,&quot;for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children&quot;,1
127,2002,Peace,,762,&quot;for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development&quot;,1
140,2001,Peace,,748,&quot;for their work for a better organized and more peaceful world&quot;,2
141,2001,Peace,,749,&quot;for their work for a better organized and more peaceful world&quot;,2
155,2000,Peace,,725,&quot;for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular&quot;,1
163,1999,Peace,,568,&quot;in recognition of the organization's pioneering humanitarian work on several continents&quot;,1
174,1998,Peace,,566,&quot;for their efforts to find a peaceful solution to the conflict in Northern Ireland&quot;,2
175,1998,Peace,,567,&quot;for their efforts to find a peaceful solution to the conflict in Northern Ireland&quot;,2
185,1997,Peace,,564,&quot;for their work for the banning and clearing of anti-personnel mines&quot;,2
186,1997,Peace,,565,&quot;for their work for the banning and clearing of anti-personnel mines&quot;,2
198,1996,Peace,,562,&quot;for their work towards a just and peaceful solution to the conflict in East Timor&quot;,2
199,1996,Peace,,563,&quot;for their work towards a just and peaceful solution to the conflict in East Timor&quot;,2
211,1995,Peace,,560,&quot;for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms&quot;,2
212,1995,Peace,,561,&quot;for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms&quot;,2
220,1994,Peace,,557,&quot;for their efforts to create peace in the Middle East&quot;,3
221,1994,Peace,,558,&quot;for their efforts to create peace in the Middle East&quot;,3
222,1994,Peace,,559,&quot;for their efforts to create peace in the Middle East&quot;,3
233,1993,Peace,,555,&quot;for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa&quot;,2
234,1993,Peace,,556,&quot;for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa&quot;,2
242,1992,Peace,,554,&quot;in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples&quot;,1
249,1991,Peace,,553,&quot;for her non-violent struggle for democracy and human rights&quot;,1
258,1990,Peace,,552,&quot;for his leading role in the peace process which today characterizes important parts of the international community&quot;,1
270,1989,Peace,,551,,1
282,1988,Peace,,550,,1
291,1987,Peace,,549,&quot;for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year&quot;,1
302,1986,Peace,,548,,1
310,1985,Peace,,547,,1
319,1984,Peace,,546,,1
326,1983,Peace,,545,,1
334,1982,Peace,,543,,2
335,1982,Peace,,544,,2
346,1981,Peace,,515,,1
357,1980,Peace,,541,,1
367,1979,Peace,,540,,1
378,1978,Peace,,538,,2
379,1978,Peace,,539,,2
389,1977,Peace,,537,,1
398,1976,Peace,,535,,2
399,1976,Peace,,536,,2
410,1975,Peace,,534,,1
421,1974,Peace,,532,,2
422,1974,Peace,,533,,2
434,1973,Peace,,530,,2
435,1973,Peace,,531,,2
452,1971,Peace,,529,,1
461,1970,Peace,,528,,1
470,1969,Peace,,527,,1
479,1968,Peace,,526,,1
502,1965,Peace,,525,,1
510,1964,Peace,,524,,1
520,1963,Peace,,482,,2
521,1963,Peace,,523,,2
529,1962,Peace,,217,,1
535,1961,Peace,,520,,1
541,1960,Peace,,519,,1
548,1959,Peace,,518,,1
557,1958,Peace,,517,,1
563,1957,Peace,,516,,1
585,1954,Peace,,515,,1
591,1953,Peace,,514,,1
598,1952,Peace,,513,,1
605,1951,Peace,,512,,1
613,1950,Peace,,511,,1
619,1949,Peace,,510,,1
630,1947,Peace,,508,,2
631,1947,Peace,,509,,2
638,1946,Peace,,506,,2
639,1946,Peace,,507,,2
646,1945,Peace,,505,,1
652,1944,Peace,,482,,1
666,1938,Peace,,503,,1
673,1937,Peace,,502,,1
680,1936,Peace,,501,,1
685,1935,Peace,,500,,1
691,1934,Peace,,499,,1
696,1933,Peace,,498,,1
706,1931,Peace,,496,,2
707,1931,Peace,,497,,2
712,1930,Peace,,495,,1
719,1929,Peace,,494,,1
729,1927,Peace,,492,,2
730,1927,Peace,,493,,2
735,1926,Peace,,490,,2
736,1926,Peace,,491,,2
741,1925,Peace,,488,,2
742,1925,Peace,,489,,2
756,1922,Peace,,487,,1
760,1921,Peace,,485,,2
761,1921,Peace,,486,,2
766,1920,Peace,,484,,1
770,1919,Peace,,483,,1
776,1917,Peace,,482,,1
789,1913,Peace,,481,,1
795,1912,Peace,,480,,1
800,1911,Peace,,478,,2
801,1911,Peace,,479,,2
806,1910,Peace,,477,,1
812,1909,Peace,,475,,2
813,1909,Peace,,476,,2
819,1908,Peace,,473,,2
820,1908,Peace,,474,,2
825,1907,Peace,,471,,2
826,1907,Peace,,472,,2
832,1906,Peace,,470,,1
837,1905,Peace,,468,,1
843,1904,Peace,,467,,1
850,1903,Peace,,466,,1
856,1902,Peace,,464,,2
857,1902,Peace,,465,,2
862,1901,Peace,,462,,2
863,1901,Peace,,463,,2
1,2012,Physics,,876,&quot;for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems&quot;,2
2,2012,Physics,,877,&quot;for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems&quot;,2
11,2011,Physics,,864,&quot;for the discovery of the accelerating expansion of the Universe through observations of distant supernovae&quot;,2
12,2011,Physics,,865,&quot;for the discovery of the accelerating expansion of the Universe through observations of distant supernovae&quot;,4
13,2011,Physics,,866,&quot;for the discovery of the accelerating expansion of the Universe through observations of distant supernovae&quot;,4
24,2010,Physics,,849,&quot;for groundbreaking experiments regarding the two-dimensional material graphene&quot;,2
25,2010,Physics,,850,&quot;for groundbreaking experiments regarding the two-dimensional material graphene&quot;,2
35,2009,Physics,,838,&quot;for groundbreaking achievements concerning the transmission of light in fibers for optical communication&quot;,2
36,2009,Physics,,839,&quot;for the invention of an imaging semiconductor circuit - the CCD sensor&quot;,4
37,2009,Physics,,840,&quot;for the invention of an imaging semiconductor circuit - the CCD sensor&quot;,4
48,2008,Physics,,826,&quot;for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics&quot;,2
49,2008,Physics,,827,&quot;for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature&quot;,4
50,2008,Physics,,828,&quot;for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature&quot;,4
60,2007,Physics,,814,&quot;for the discovery of Giant Magnetoresistance&quot;,2
61,2007,Physics,,815,&quot;for the discovery of Giant Magnetoresistance&quot;,2
72,2006,Physics,,804,&quot;for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation&quot;,2
73,2006,Physics,,805,&quot;for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation&quot;,2
81,2005,Physics,,791,&quot;for his contribution to the quantum theory of optical coherence&quot;,2
82,2005,Physics,,792,&quot;for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique&quot;,4
83,2005,Physics,,793,&quot;for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique&quot;,4
94,2004,Physics,,776,&quot;for the discovery of asymptotic freedom in the theory of the strong interaction&quot;,3
95,2004,Physics,,777,&quot;for the discovery of asymptotic freedom in the theory of the strong interaction&quot;,3
96,2004,Physics,,778,&quot;for the discovery of asymptotic freedom in the theory of the strong interaction&quot;,3
106,2003,Physics,,766,&quot;for pioneering contributions to the theory of superconductors and superfluids&quot;,3
107,2003,Physics,,767,&quot;for pioneering contributions to the theory of superconductors and superfluids&quot;,3
108,2003,Physics,,768,&quot;for pioneering contributions to the theory of superconductors and superfluids&quot;,3
117,2002,Physics,,753,&quot;for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos&quot;,4
118,2002,Physics,,754,&quot;for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos&quot;,4
119,2002,Physics,,755,&quot;for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources&quot;,2
130,2001,Physics,,738,&quot;for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates&quot;,3
131,2001,Physics,,739,&quot;for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates&quot;,3
132,2001,Physics,,740,&quot;for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates&quot;,3
145,2000,Physics,&quot;for basic work on information and communication technology&quot;,726,&quot;for developing semiconductor heterostructures used in high-speed- and opto-electronics&quot;,4
146,2000,Physics,&quot;for basic work on information and communication technology&quot;,727,&quot;for developing semiconductor heterostructures used in high-speed- and opto-electronics&quot;,4
147,2000,Physics,&quot;for basic work on information and communication technology&quot;,728,&quot;for his part in the invention of the integrated circuit&quot;,2
158,1999,Physics,,158,&quot;for elucidating the quantum structure of electroweak interactions in physics&quot;,2
159,1999,Physics,,159,&quot;for elucidating the quantum structure of electroweak interactions in physics&quot;,2
165,1998,Physics,,155,&quot;for their discovery of a new form of quantum fluid with fractionally charged excitations&quot;,3
166,1998,Physics,,156,&quot;for their discovery of a new form of quantum fluid with fractionally charged excitations&quot;,3
167,1998,Physics,,157,&quot;for their discovery of a new form of quantum fluid with fractionally charged excitations&quot;,3
177,1997,Physics,,152,&quot;for development of methods to cool and trap atoms with laser light&quot;,3
178,1997,Physics,,153,&quot;for development of methods to cool and trap atoms with laser light&quot;,3
179,1997,Physics,,154,&quot;for development of methods to cool and trap atoms with laser light&quot;,3
189,1996,Physics,,149,&quot;for their discovery of superfluidity in helium-3&quot;,3
190,1996,Physics,,150,&quot;for their discovery of superfluidity in helium-3&quot;,3
191,1996,Physics,,151,&quot;for their discovery of superfluidity in helium-3&quot;,3
202,1995,Physics,&quot;for pioneering experimental contributions to lepton physics&quot;,147,&quot;for the discovery of the tau lepton&quot;,2
203,1995,Physics,&quot;for pioneering experimental contributions to lepton physics&quot;,148,&quot;for the detection of the neutrino&quot;,2
214,1994,Physics,&quot;for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter&quot;,145,&quot;for the development of neutron spectroscopy&quot;,2
215,1994,Physics,&quot;for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter&quot;,146,&quot;for the development of the neutron diffraction technique&quot;,2
226,1993,Physics,,143,&quot;for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation&quot;,2
227,1993,Physics,,144,&quot;for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation&quot;,2
237,1992,Physics,,142,&quot;for his invention and development of particle detectors, in particular the multiwire proportional chamber&quot;,1
244,1991,Physics,,141,&quot;for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers&quot;,1
251,1990,Physics,,138,&quot;for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics&quot;,3
252,1990,Physics,,139,&quot;for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics&quot;,3
253,1990,Physics,,140,&quot;for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics&quot;,3
262,1989,Physics,,135,&quot;for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks&quot;,2
263,1989,Physics,,136,&quot;for the development of the ion trap technique&quot;,4
264,1989,Physics,,137,&quot;for the development of the ion trap technique&quot;,4
272,1988,Physics,,132,&quot;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino&quot;,3
273,1988,Physics,,133,&quot;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino&quot;,3
274,1988,Physics,,134,&quot;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino&quot;,3
284,1987,Physics,,130,&quot;for their important break-through in the discovery of superconductivity in ceramic materials&quot;,2
285,1987,Physics,,131,&quot;for their important break-through in the discovery of superconductivity in ceramic materials&quot;,2
293,1986,Physics,,127,&quot;for his fundamental work in electron optics, and for the design of the first electron microscope&quot;,2
294,1986,Physics,,128,&quot;for their design of the scanning tunneling microscope&quot;,4
295,1986,Physics,,129,&quot;for their design of the scanning tunneling microscope&quot;,4
304,1985,Physics,,126,&quot;for the discovery of the quantized Hall effect&quot;,1
312,1984,Physics,,124,&quot;for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction&quot;,2
313,1984,Physics,,125,&quot;for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction&quot;,2
321,1983,Physics,,122,&quot;for his theoretical studies of the physical processes of importance to the structure and evolution of the stars&quot;,2
322,1983,Physics,,123,&quot;for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe&quot;,2
328,1982,Physics,,121,&quot;for his theory for critical phenomena in connection with phase transitions&quot;,1
337,1981,Physics,,118,&quot;for their contribution to the development of laser spectroscopy&quot;,4
338,1981,Physics,,119,&quot;for their contribution to the development of laser spectroscopy&quot;,4
339,1981,Physics,,120,&quot;for his contribution to the development of high-resolution electron spectroscopy&quot;,2
348,1980,Physics,,116,&quot;for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons&quot;,2
349,1980,Physics,,117,&quot;for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons&quot;,2
359,1979,Physics,,113,&quot;for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current&quot;,3
360,1979,Physics,,114,&quot;for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current&quot;,3
361,1979,Physics,,115,&quot;for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current&quot;,3
370,1978,Physics,,110,&quot;for his basic inventions and discoveries in the area of low-temperature physics&quot;,2
371,1978,Physics,,111,&quot;for their discovery of cosmic microwave background radiation&quot;,4
372,1978,Physics,,112,&quot;for their discovery of cosmic microwave background radiation&quot;,4
381,1977,Physics,,107,&quot;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems&quot;,3
382,1977,Physics,,108,&quot;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems&quot;,3
383,1977,Physics,,109,&quot;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems&quot;,3
392,1976,Physics,,105,&quot;for their pioneering work in the discovery of a heavy elementary particle of a new kind&quot;,2
393,1976,Physics,,106,&quot;for their pioneering work in the discovery of a heavy elementary particle of a new kind&quot;,2
401,1975,Physics,,102,&quot;for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection&quot;,3
402,1975,Physics,,103,&quot;for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection&quot;,3
403,1975,Physics,,104,&quot;for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection&quot;,3
413,1974,Physics,,100,&quot;for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars&quot;,2
414,1974,Physics,,101,&quot;for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars&quot;,2
425,1973,Physics,,97,&quot;for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively&quot;,4
426,1973,Physics,,98,&quot;for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively&quot;,4
427,1973,Physics,,99,&quot;for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects&quot;,2
437,1972,Physics,,66,&quot;for their jointly developed theory of superconductivity, usually called the BCS-theory&quot;,3
438,1972,Physics,,95,&quot;for their jointly developed theory of superconductivity, usually called the BCS-theory&quot;,3
439,1972,Physics,,96,&quot;for their jointly developed theory of superconductivity, usually called the BCS-theory&quot;,3
448,1971,Physics,,93,&quot;for his invention and development of the holographic method&quot;,1
454,1970,Physics,,91,&quot;for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics&quot;,2
455,1970,Physics,,92,&quot;for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics&quot;,2
463,1969,Physics,,90,&quot;for his contributions and discoveries concerning the classification of elementary particles and their interactions&quot;,1
473,1968,Physics,,89,&quot;for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis&quot;,1
480,1967,Physics,,88,&quot;for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars&quot;,1
488,1966,Physics,,87,&quot;for the discovery and development of optical methods for studying Hertzian resonances in atoms&quot;,1
494,1965,Physics,,84,&quot;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles&quot;,3
495,1965,Physics,,85,&quot;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles&quot;,3
496,1965,Physics,,86,&quot;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles&quot;,3
503,1964,Physics,,81,&quot;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle&quot;,2
504,1964,Physics,,82,&quot;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle&quot;,4
505,1964,Physics,,83,&quot;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle&quot;,4
511,1963,Physics,,78,&quot;for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles&quot;,2
512,1963,Physics,,79,&quot;for their discoveries concerning nuclear shell structure&quot;,4
513,1963,Physics,,80,&quot;for their discoveries concerning nuclear shell structure&quot;,4
522,1962,Physics,,77,&quot;for his pioneering theories for condensed matter, especially liquid helium&quot;,1
530,1961,Physics,,75,&quot;for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons&quot;,2
531,1961,Physics,,76,&quot;for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name&quot;,2
536,1960,Physics,,74,&quot;for the invention of the bubble chamber&quot;,1
542,1959,Physics,,72,&quot;for their discovery of the antiproton&quot;,2
543,1959,Physics,,73,&quot;for their discovery of the antiproton&quot;,2
549,1958,Physics,,70,&quot;for the discovery and the interpretation of the Cherenkov effect&quot;,3
550,1958,Physics,,721,&quot;for the discovery and the interpretation of the Cherenkov effect&quot;,3
551,1958,Physics,,71,&quot;for the discovery and the interpretation of the Cherenkov effect&quot;,3
558,1957,Physics,,68,&quot;for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles&quot;,2
559,1957,Physics,,69,&quot;for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles&quot;,2
564,1956,Physics,,65,&quot;for their researches on semiconductors and their discovery of the transistor effect&quot;,3
565,1956,Physics,,66,&quot;for their researches on semiconductors and their discovery of the transistor effect&quot;,3
566,1956,Physics,,67,&quot;for their researches on semiconductors and their discovery of the transistor effect&quot;,3
573,1955,Physics,,63,&quot;for his discoveries concerning the fine structure of the hydrogen spectrum&quot;,2
574,1955,Physics,,64,&quot;for his precision determination of the magnetic moment of the electron&quot;,2
578,1954,Physics,,61,&quot;for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction&quot;,2
579,1954,Physics,,62,&quot;for the coincidence method and his discoveries made therewith&quot;,2
586,1953,Physics,,60,&quot;for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope&quot;,1
592,1952,Physics,,58,&quot;for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith&quot;,2
593,1952,Physics,,59,&quot;for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith&quot;,2
599,1951,Physics,,56,&quot;for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles&quot;,2
600,1951,Physics,,57,&quot;for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles&quot;,2
606,1950,Physics,,55,&quot;for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method&quot;,1
614,1949,Physics,,54,&quot;for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces&quot;,1
620,1948,Physics,,53,&quot;for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation&quot;,1
624,1947,Physics,,52,&quot;for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer&quot;,1
632,1946,Physics,,51,&quot;for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics&quot;,1
640,1945,Physics,,50,&quot;for the discovery of the Exclusion Principle, also called the Pauli Principle&quot;,1
647,1944,Physics,,49,&quot;for his resonance method for recording the magnetic properties of atomic nuclei&quot;,1
653,1943,Physics,,48,&quot;for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton&quot;,1
657,1939,Physics,,47,&quot;for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements&quot;,1
662,1938,Physics,,46,&quot;for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons&quot;,1
667,1937,Physics,,44,&quot;for their experimental discovery of the diffraction of electrons by crystals&quot;,2
668,1937,Physics,,45,&quot;for their experimental discovery of the diffraction of electrons by crystals&quot;,2
674,1936,Physics,,42,&quot;for his discovery of cosmic radiation&quot;,2
675,1936,Physics,,43,&quot;for his discovery of the positron&quot;,2
681,1935,Physics,,41,&quot;for the discovery of the neutron&quot;,1
692,1933,Physics,,39,&quot;for the discovery of new productive forms of atomic theory&quot;,2
693,1933,Physics,,40,&quot;for the discovery of new productive forms of atomic theory&quot;,2
697,1932,Physics,,38,&quot;for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen&quot;,1
708,1930,Physics,,37,&quot;for his work on the scattering of light and for the discovery of the effect named after him&quot;,1
713,1929,Physics,,36,&quot;for his discovery of the wave nature of electrons&quot;,1
720,1928,Physics,,35,&quot;for his work on the thermionic phenomenon and especially for the discovery of the law named after him&quot;,1
724,1927,Physics,,33,&quot;for his discovery of the effect named after him&quot;,2
725,1927,Physics,,34,&quot;for his method of making the paths of electrically charged particles visible by condensation of vapour&quot;,2
731,1926,Physics,,32,&quot;for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium&quot;,1
737,1925,Physics,,30,&quot;for their discovery of the laws governing the impact of an electron upon an atom&quot;,2
738,1925,Physics,,31,&quot;for their discovery of the laws governing the impact of an electron upon an atom&quot;,2
743,1924,Physics,,29,&quot;for his discoveries and research in the field of X-ray spectroscopy&quot;,1
746,1923,Physics,,28,&quot;for his work on the elementary charge of electricity and on the photoelectric effect&quot;,1
751,1922,Physics,,27,&quot;for his services in the investigation of the structure of atoms and of the radiation emanating from them&quot;,1
757,1921,Physics,,26,&quot;for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect&quot;,1
762,1920,Physics,,25,&quot;in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys&quot;,1
767,1919,Physics,,24,&quot;for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields&quot;,1
771,1918,Physics,,23,&quot;in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta&quot;,1
773,1917,Physics,,22,&quot;for his discovery of the characteristic Röntgen radiation of the elements&quot;,1
778,1915,Physics,,20,&quot;for their services in the analysis of crystal structure by means of X-rays&quot;,2
779,1915,Physics,,21,&quot;for their services in the analysis of crystal structure by means of X-rays&quot;,2
782,1914,Physics,,19,&quot;for his discovery of the diffraction of X-rays by crystals&quot;,1
785,1913,Physics,,18,&quot;for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium&quot;,1
790,1912,Physics,,17,&quot;for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys&quot;,1
796,1911,Physics,,16,&quot;for his discoveries regarding the laws governing the radiation of heat&quot;,1
802,1910,Physics,,15,&quot;for his work on the equation of state for gases and liquids&quot;,1
807,1909,Physics,,13,&quot;in recognition of their contributions to the development of wireless telegraphy&quot;,2
808,1909,Physics,,14,&quot;in recognition of their contributions to the development of wireless telegraphy&quot;,2
814,1908,Physics,,12,&quot;for his method of reproducing colours photographically based on the phenomenon of interference&quot;,1
821,1907,Physics,,11,&quot;for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid&quot;,1
827,1906,Physics,,10,&quot;in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases&quot;,1
833,1905,Physics,,9,&quot;for his work on cathode rays&quot;,1
838,1904,Physics,,8,&quot;for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies&quot;,1
844,1903,Physics,,4,&quot;in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity&quot;,2
