eye_right_x,eye_right_y,sex,mouth l_y,mouth l_x,nose_x,nose_y,id,eye_left_x,eye_left_y,city,confidence,pose_pitch,emotion_calm,boundingbox_size_width,combined_age_guess,smile,mouth r_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y,pose_roll,mouth r_x,emotion_angry,boundingbox_size_height,mouth_open_wide,emotion_sad,emotion_confused,emotion_happy,boundingbox_tl_y,boundingbox_tl_x,emotion_disgust,age,combined_gender_guess,eye_closed,pose_yaw,emotion_surprised,glasses
94.5,40.5,0.88,71.3,71.1,75.4,57.5,412d526c5db311e3a67012d965504916_5.jpg,68.8,44.4,ny,0.99,-4.02,,72.31,32.6666666667,0.68,68.6,71.1,71.3,90.3,68.6,-9.04,90.3,0.14,72.31,0.01,,0.07,0.25,12.31,50.77,,50.63,1.0,0.19,-27.19,,0
65,104.3,0.84,128.1,47.9,54.8,119.2,49e390605ec611e3a9c10e97118e20f3_5.jpg,44.2,104.3,ny,1,-8.45,,53.85,31.0,0.07,126.2,47.9,128.1,63,126.2,-0.43,63,0.9,53.85,0,0.04,,0.04,83.08,28.46,,24.26,1.0,0,-3.08,,0
69.6,34.6,0.21,69.7,31.6,45,50.6,b764025c611211e3ba930a2d8b31586a_5.jpg,36.4,29.3,ny,0.97,4.36,,72.31,24.0,0.01,73.2,31.6,69.7,58.9,73.2,8.86,58.9,,72.31,0.02,,0.32,0.2,3.08,13.85,,16.85,0.0,0.01,-14.05,0.55,0
56.9,35.4,0.94,65,51.9,55.4,51.6,0656b65661dc11e39815122994caf5b5_5.jpg,37.6,44.8,berlin,1,-0.93,0.35,54.62,33.0,0.97,58.6,51.9,65,64.9,58.6,-27.17,64.9,,54.62,0,0.07,,0.79,17.69,22.31,,29.58,1.0,0,19.53,,0.1
94.5,69.5,0.6,73.8,64.8,84.7,76.7,526b2b965d4d11e3919e124f792e77d9_5.jpg,80.4,55.3,berlin,0.99,0.07,,63.08,31.6666666667,0.31,84,64.8,73.8,75.1,84,42.8,75.1,,63.08,0,0.07,,0.34,35.38,53.08,,39.24,1.0,0,57.82,0.29,0
65.2,31.5,0.97,55.2,50,58.4,38.9,dc0b620c5fa111e38fee129d6d056cfd_5.jpg,46.7,33.3,berlin,0.99,22.3,,56.92,35.0,0.27,53,50,55.2,68.1,53,-5.68,68.1,,56.92,0.27,0.01,,0.1,10.77,30.77,,36.86,1.0,0,8.51,0.49,0
97.1,35.7,0.01,56.9,78.5,88.9,48,25740c1e5cff11e3957512f7cf5a730f_5.jpg,76.4,36.9,sao_paulo,1,-4.49,,47.69,26.6666666667,0.75,55.9,78.5,56.9,96.9,55.9,-5.16,96.9,,47.69,0,0.07,0.01,0.87,16.92,62.31,,30.86,0.0,0,13.08,,0
92.5,8.7,0,52.3,67.1,75.4,27.5,5f50582c5e7e11e382530ef484d9debf_5.jpg,58.9,16.7,sao_paulo,0.1,15.68,,100.77,23.6666666667,0.04,47.3,67.1,52.3,94.5,47.3,-13.42,94.5,,100.77,0,0.23,0.13,0.56,-15.38,34.62,,22.19,0.0,0,-11.99,,0.87
69.7,19.8,0.16,44.4,46,57.8,33.2,59b19b9461f111e3a32b121d3d79048c_5.jpg,44,17.3,ny,1,2.87,0.59,56.92,24.3333333333,0.98,45.7,46,44.4,65,45.7,5.53,65,,56.92,0,,0.05,0.64,1.54,29.23,,17.71,0.0,0.02,6.95,,1
39.2,74.9,0.02,121.8,33.3,31.7,99.8,5b74b32e630111e3934512125f563021_5.jpg,12.1,94.4,berlin,1,0.22,,79.23,20.0,0.15,107.5,33.3,121.8,52.3,107.5,-37.39,52.3,0.13,79.23,0.04,,,,53.08,-6.92,0.07,27.56,0.0,0.82,-7.82,0.46,0
82.4,47.6,0.61,72.1,63.1,72.9,59.8,181fa1c65f3511e388a91282221203cd_5.jpg,60,47.3,moscow,0.99,-0.01,,56.15,26.3333333333,0.66,72,63.1,72.1,79.4,72,0.12,79.4,,56.15,0.02,0.05,,0.81,25.38,40.77,0.03,21.15,0.0,0,12.84,,1
65.8,41.1,0.98,69.3,44.4,53.1,50.1,306872dc619a11e3a36912172d8c639d_5.jpg,40.8,42.8,moscow,1,17.32,0.49,65.38,31.3333333333,0.88,67.6,44.4,69.3,64.6,67.6,-4.25,64.6,,65.38,0.01,0.09,,0.67,16.15,22.31,,32.02,1.0,0,-3.86,,0
80,46.3,0.03,60.8,69.4,70.2,53.1,3809b4b6626111e3a52e12d4973c56e9_5.jpg,70,45.6,moscow,0.87,3.29,,39.23,20.0,0.94,61.3,69.4,60.8,76,61.3,4.61,76,0.04,39.23,0,0.43,,0.4,29.23,57.69,,22.27,0.0,0.99,-55.32,,0
57.7,42.9,0,63,60.9,56.6,56.5,f00400605e2b11e3afab124b54cd00dd_5.jpg,50.1,52.8,ny,0.08,-7.32,,40.77,26.3333333333,0.1,55.8,60.9,63,67.6,55.8,-51.01,67.6,0.02,40.77,0.36,0.45,,0.64,30,36.92,,16.54,1.0,1,-42.87,,0.17
69.2,60.9,0.82,78.3,48.9,59.2,72.8,3c1a277a628911e3b6c6126f0d43dd1c_5.jpg,49.9,58.5,bangkok,1,-6.64,0.06,52.31,22.6666666667,0.85,81.4,48.9,78.3,64,81.4,6.67,64,,52.31,0,,0.02,0.94,38.46,33.08,,31.89,0.666666666667,0,19.34,,0
78.9,29.7,0.01,39.8,43.6,63.1,28.9,4a9fbbec5db711e3a1741240743416c5_5.jpg,54.9,16.8,sao_paulo,0.99,21.09,,83.08,19.0,0.09,51.4,43.6,39.8,61.7,51.4,26.8,61.7,,83.08,0.04,0.6,0.03,0.52,-13.85,22.31,,18.35,0.0,0.52,-4.69,,0.03
74.4,64.1,0,105,53.9,51.3,86.4,4bd92f225ef011e39d1d0a90bdc567e4_5.jpg,41.9,66.6,ny,1,1.43,,96.15,25.6666666667,0.99,104.3,53.9,105,75.5,104.3,-4.09,75.5,0.02,96.15,0.06,,,0.83,27.69,14.62,,22.47,0.0,0,-37.06,0.01,0
80.1,45.5,0.97,66,63.3,71.8,53.1,03f80a1860ec11e3b0260e40d8c32bd6_5.jpg,60.3,47.4,sao_paulo,1,15.75,,45.38,20.3333333333,0.93,63.6,63.3,66,81.6,63.6,-6.7,81.6,,45.38,0.44,,0.07,0.95,28.46,47.69,,30.82,1.0,0.02,1.55,0,0.01
70.7,64.6,0,100.4,55,60.4,88.1,70d68846601311e3b9ca12035ea9adc9_5.jpg,41.8,71.4,moscow,0.99,-12.88,,65.38,30.6666666667,0.49,95.3,55,100.4,74,95.3,-14.33,74,0.21,65.38,0.07,0.02,,0.78,47.69,25.38,,21.19,0.0,0,-8.11,,0
82.3,87.9,0,79.1,36.8,51.8,85.3,18fcf606615711e3b3de12c816e3ab55_5.jpg,61.8,56.8,sao_paulo,1,-16.25,,96.15,18.0,0.71,104.4,36.8,79.1,52.8,104.4,59.63,52.8,,96.15,0,0.2,0.04,0.11,30.77,16.15,,27.57,0.0,1,-1.76,,0
70.1,43.8,1,67.9,48.6,61.9,54.9,ba5032ba612b11e394de12247874e2c6_5.jpg,46.6,43.5,berlin,1,8.37,,55.38,37.0,0.95,67.8,48.6,67.9,69.4,67.8,-0.46,69.4,,55.38,0.01,0.04,0.02,0.96,23.08,31.54,,42.62,1.0,0.02,21.74,,0
80.6,56.4,0.97,87.1,57.4,64.2,69.1,2fd8f658628911e38310121226a7e45e_5.jpg,54.3,56.1,sao_paulo,1,6.86,,63.08,32.6666666667,0.25,86.8,57.4,87.1,76.8,86.8,0.76,76.8,0.06,63.08,0,0.03,,0.74,34.62,34.62,,23.02,1.0,0,-18.72,,0
101.7,63.9,1,110,50.1,64.1,89.4,0029aa165d7911e3863312af00698892_5.jpg,53.7,57.5,bangkok,1,-0.65,,109.23,24.0,0.75,116.4,50.1,110,85.1,116.4,7.85,85.1,0.03,109.23,0.09,,0.04,0.53,16.15,21.54,,26.61,1.0,0.04,-21.23,,0
92,63.5,0.2,110.7,51.5,69,91,27b1689a60f211e39b170ed80c6345d1_5.jpg,46.2,64.3,berlin,1,1.49,,126.15,33.5,0.99,110.1,51.5,110.7,86.8,110.1,-1.47,86.8,,126.15,0.01,,0.13,0.86,15.38,9.23,,47.9,1.0,0.15,-3.14,0.15,1
69.5,84.1,0.97,107,41.8,54.5,96.8,64b9c2f6602411e3b022122e0b075ecb_5.jpg,41.5,82.4,sao_paulo,1,2.29,0.01,78.46,35.3333333333,1,107.9,41.8,107,67.7,107.9,4.05,67.7,0.02,78.46,0,,,0.98,52.31,17.69,,24.96,1.0,1,-2.77,,1
66.4,56.3,0,81.5,34.5,46.7,61.5,bd7c42025df311e395e20aa496a2d2bb_5.jpg,35.8,50.6,berlin,1,13.79,0.42,79.23,22.0,0.3,85,34.5,81.5,57.2,85,12.21,57.2,,79.23,0,0.1,,0.85,22.31,10.77,,20.95,0.0,0,-14.92,,0
100.1,59.8,0,79.3,53.9,77.7,59.6,598cc05c5f9a11e3a1c812397c142e94_5.jpg,67.1,46.3,sao_paulo,1,20.06,0.01,96.15,32.0,0.31,91.8,53.9,79.3,83.3,91.8,22.34,83.3,,96.15,0.07,0.5,,0.83,14.62,31.54,,27.27,0.0,1,-7.62,,0.02
97.4,33.2,0.78,46.3,95.5,100.3,37.3,89998e3a610011e3ac2912692d1693f0_5.jpg,89.9,34.3,ny,0.73,11.19,,30,24.6666666667,0.89,44.2,95.5,46.3,101.1,44.2,-10.88,101.1,,30,0.02,0.23,,0.22,21.54,78.46,,22.6,1.0,1,72.29,0.07,0.01
124,54,0.93,73.4,119.4,123,68.3,6dc181f65db111e38bdf124f524ee003_5.jpg,114.2,55.3,bangkok,0.17,-20.07,,56.92,21.6666666667,0.93,73.1,119.4,73.4,128,73.1,-4.34,128,0.13,56.92,0.02,,0.26,0.51,32.31,93.85,,11.47,1.0,1,-3.11,,0.11
82.7,28.5,0.09,56.6,75.2,79.5,40.8,345ef2485ecb11e3adee12c8647da77b_5.jpg,62.2,35.3,moscow,1,6.74,0.11,53.08,29.0,0,52.4,75.2,56.6,87.6,52.4,-19.59,87.6,,53.08,0.04,0.12,,,10.77,47.69,,28.89,0.0,0.21,22.12,0.16,0
94.7,37,0,54.2,76.7,78.6,46.4,12bf99365d3011e39542129016cbf599_5.jpg,76,35.5,berlin,0.98,-5.76,,47.69,23.3333333333,0.8,55.3,76.7,54.2,91.9,55.3,6.86,91.9,,47.69,0,0.19,,0.95,14.62,61.54,0.02,16.68,1.0,1,-48.78,,0.08
96.8,37.2,0,66.8,54.6,73.6,56.4,a5235a22601b11e385790aa811743913_5.jpg,61.9,25.2,bangkok,1,-8.6,0.05,86.15,17.5,0.03,74.4,54.6,66.8,77.3,74.4,18.54,77.3,,86.15,0.13,0.36,,,3.08,37.69,,25.67,0.0,0,9.24,0.54,0
62.7,30.4,0.99,53.8,42.2,48,34.6,3d814d205d1411e385e812e8c2738d88_5.jpg,40.8,32.1,sao_paulo,1,30.88,,59.23,30.6666666667,0.93,52.9,42.2,53.8,58.8,52.9,-3.99,58.8,,59.23,0.01,0.14,0.08,0.28,6.15,22.31,,25.95,1.0,1,-22.32,,0.08
77.7,17.8,0.07,35.8,32.9,50,19.6,9a13d1585d2c11e39272122d8d8f2c13_5.jpg,49.8,2.8,ny,0.95,18.96,0.03,84.62,26.3333333333,0.42,49,32.9,35.8,53.8,49,27.77,53.8,0.11,84.62,0.95,,,0.23,-19.23,15.38,,19.26,0.0,0,-28.9,,0
50.8,29.6,0,61.4,50.3,51.5,52.7,22dceb1e5d8211e3b4f212fe7764450a_5.jpg,32.5,45.7,moscow,1,-19,,56.15,23.3333333333,0.37,48.4,50.3,61.4,64.3,48.4,-41.31,64.3,0.02,56.15,0,0.11,,0.99,16.15,16.92,,23.32,0.0,0,-18.61,,0.08
105.4,84,0,72,60.6,76.1,83.1,67506f9c5e8a11e3aa720e62859f8ede_5.jpg,89.5,55.2,sao_paulo,0.98,-12.04,,96.15,20.3333333333,0.82,99.7,60.6,72,73.3,99.7,60.2,73.3,,96.15,0.08,0.01,0.02,0.91,15.38,30.77,,22.04,0.0,0,13.4,,0
84.4,62,0,89.3,62.7,67.8,80.9,4a8e2a5c5e0811e396330ee9b50dfb29_5.jpg,56.6,63.2,sao_paulo,1,-15.63,,73.85,23.6666666667,0.48,88.5,62.7,89.3,82.7,88.5,-2.49,82.7,,73.85,0,0.07,,0.62,35.38,35.38,0.03,22.59,0.0,0,-21.97,,0
100.7,44.3,0.03,71.2,65.2,76.7,63.8,3e98391e621711e380ee1219a70b055d_5.jpg,66.4,37.5,bangkok,1,-19.88,,73.85,17.6666666667,1,75,65.2,71.2,93.1,75,12.71,93.1,,73.85,0.02,,0.01,1,23.08,47.69,,16.94,0.0,0,-13.99,0.04,0.01
90.8,38.2,0.99,79.9,64.4,67.5,57.3,553a13425fcc11e3a45a0ee748d2c13a_5.jpg,62.1,42.6,moscow,1,7.8,0.36,83.08,35.0,0.06,77.3,64.4,79.9,87.4,77.3,-6.65,87.4,,83.08,0,0.03,0.17,,9.23,34.62,,28.92,1.0,0.22,-37.37,,0
89.9,47.3,0.82,73,60.9,79.6,53.5,17a9e250620b11e3be4112cd881a590b_5.jpg,59.1,43.3,sao_paulo,1,23.29,,86.15,22.6666666667,0,76.1,60.9,73,85.1,76.1,6.96,85.1,,86.15,0.16,0.48,0.06,,10.77,32.31,0.18,32.37,1.0,0.53,28.21,,0
63.9,29.4,0.66,37.1,57.2,60.2,33.9,05ffaf785e3011e3b0ca121330b28c35_5.jpg,56.6,30.5,ny,0.97,-7.07,,26.92,24.3333333333,0.95,36.3,57.2,37.1,63.5,36.3,-11.68,63.5,,26.92,0,0.14,,0.93,19.23,46.92,,25.38,0.0,1,5.29,0.02,0
50.9,97,1,120.8,30.2,44.5,109.6,b1c9077c5f6711e39bd912d5c6ddd37a_5.jpg,29.2,97,ny,1,-0.53,,60.77,32.1666666667,0.95,120.8,30.2,120.8,49.4,120.8,-1.6,49.4,,60.77,0.03,0.04,0.03,0.79,73.85,11.54,,30.29,1.0,0,32.81,,1
61.1,46.4,0,64.4,35.4,46.1,59.1,0ec275f4626911e3a15612e740d32ce3_5.jpg,38,40.4,sao_paulo,0.94,-9.99,,63.08,28.0,0.11,69.4,35.4,64.4,54.8,69.4,14.84,54.8,,63.08,0.03,0.88,,0.55,21.54,17.69,,18.29,0.0,0,1.62,0.11,0.52
125.8,45.5,0.01,70.2,70.5,88.5,62.5,474e2c345e7b11e3863312af00698892_5.jpg,84.2,25.8,berlin,1,-13.02,,90.77,22.0,0.23,84,70.5,70.2,99.3,84,25.65,99.3,0.1,90.77,0.09,,0.04,,0.77,55.38,,11.25,0.0,0,-5.38,0.21,0.57
86.6,55.8,0.29,86.2,59.7,66.6,65.1,8a2f8f42626e11e38fc212355d68c987_5.jpg,58.4,55.6,berlin,1,14.43,,82.31,34.0,0.01,86.6,59.7,86.2,80.3,86.6,0.76,80.3,,82.31,0.01,0.69,0.09,0.04,22.31,30.77,,18.1,0.0,0.01,-23.22,,0
76.8,28.5,0.5,60.3,53.6,68.6,45.6,27214b5862d111e3a1b012ac658f7817_5.jpg,50.8,29.1,bangkok,1,-2.68,,72.31,15.6666666667,0.62,60.8,53.6,60.3,72.8,60.8,-3.19,72.8,0.25,72.31,0.01,,0.1,,5.38,30,,8.21,0.666666666667,0,37.34,0.68,0.11
83.6,27.7,0,40.8,72.2,80,34.3,0ed9d9465e0f11e3a2551233c24774b5_5.jpg,71.8,27.1,ny,0.88,7.15,,34.62,23.3333333333,0.93,41.2,72.2,40.8,82.8,41.2,1.26,82.8,,34.62,0,0.15,0.01,1,13.85,60.77,,23.36,0.0,0.04,25.38,,0
75.1,62.3,0.01,85.5,43.3,59.5,74.1,42a65aae61bd11e3aa3a0ec815c4ba1a_5.jpg,45.9,59.6,sao_paulo,1,4.37,,73.08,44.0,1,89.6,43.3,85.5,71.6,89.6,6,71.6,,73.08,0.01,0.01,,1,30.77,23.08,0.01,34.04,0.0,0.59,2.9,,0
95.5,60.3,0.95,90.4,60.3,82.6,79.1,09a7ab04615411e3a7161268af5f78d7_5.jpg,66.4,53.3,bangkok,1,-5.44,0.58,87.69,28.6666666667,0.69,94.7,60.3,90.4,81.5,94.7,12.07,81.5,,87.69,0,,0.1,0.52,21.54,32.31,,32.98,1.0,0,34.76,,0
72.4,52.6,0.19,81.8,63.2,62.9,66.8,14b6b1d060a911e3a15a122f9a2ebb17_5.jpg,53.2,60.2,bangkok,1,4.13,0.26,60.77,17.3333333333,0.34,77.2,63.2,81.8,76.3,77.2,-21.1,76.3,,60.77,0.03,,0.05,0.25,31.54,33.85,,24.9,0.333333333333,0,-21.13,,0
113.8,53.2,0,74,84.4,95.5,67.2,56bab2c25ff811e3999112f9b53b9d57_5.jpg,86.8,47.3,moscow,1,-6.57,0.48,69.23,23.6666666667,0.97,78.7,84.4,74,103.9,78.7,13.73,103.9,,69.23,0,0.01,,0.93,23.85,64.62,,16.51,0.0,0,-4.44,,0.01
79.9,34.7,0.89,53.4,55.8,67.2,43.8,2df4a4545e1511e38d8b123ef03b0884_5.jpg,58.9,31.5,ny,1,9.13,,56.92,35.0,0.96,56.8,55.8,53.4,75.9,56.8,8.54,75.9,,56.92,0.02,0.01,0.03,0.98,11.54,40,,31.48,1.0,0,-0.9,,0.01
72.7,33.7,0.84,66.5,55.3,65.3,54.8,8391eb6c5dc311e3b59a0ebb7344746f_5.jpg,45.5,38.9,bangkok,1,-13.22,,68.46,22.0,0.84,63,55.3,66.5,74.1,63,-12.59,74.1,,68.46,0,,0.53,0.13,10.77,25.38,,33.24,0.833333333333,0,12.71,0.02,0
94.3,63.4,0.02,101.1,51.7,71.4,89.5,57f10a845e7b11e3bcb31235cf0a2eeb_5.jpg,50,60.1,berlin,1,-11.57,,102.31,21.6666666667,0.99,102.3,51.7,101.1,87.5,102.3,4.53,87.5,0.01,102.31,0.14,,,0.99,22.31,20,0.01,33.42,0.0,0.03,3.75,,0
39,60.4,0.09,78.2,18.9,30.6,72.3,1aabd1d85fb411e3b07a0ac91d8410af_5.jpg,18.9,57.7,ny,1,-9.61,,50.77,27.0,0.31,79.5,18.9,78.2,34.4,79.5,7.24,34.4,,50.77,0.12,0.12,0.03,0.73,39.23,3.85,,14.4,0.0,0.02,21.46,,0
80.4,51,0,72,56.3,67.6,67.8,85b339f862ed11e3a04a1256bed9da93_5.jpg,55.2,49.4,bangkok,1,-22.85,,62.31,19.6666666667,0.95,72.4,56.3,72,76.2,72.4,3.58,76.2,0.01,62.31,0,,0.01,0.98,26.15,36.15,,28.55,0.0,0,4.65,,0
86.6,76,0.6,96.6,65.9,76.6,86.8,dd1f67ba5ea211e3975212f596ffa82a_5.jpg,62.9,71.6,berlin,0.81,3.58,,66.92,24.6666666667,0.13,102.1,65.9,96.6,80.6,102.1,10.29,80.6,0.22,66.92,0,0.07,0.05,,48.46,42.31,,52.28,0.0,0,13.11,,1
18.3,15.7,0.03,30.8,13.7,18.6,22.3,4807efe8620411e39dd2129055224ee3_5.jpg,8.7,19,sao_paulo,0.01,-9.76,,33.85,16.0,0.79,26.4,13.7,30.8,22.8,26.4,-20.66,22.8,0.09,33.85,0.04,0.29,,0.98,5.38,-0.77,,19.73,0.0,0.51,35.52,,0
84.7,33.3,0.88,63.3,67,75.3,52.2,1824f4445f8711e3a52d0eccbb6729d6_5.jpg,60.6,35.9,moscow,1,-5.76,,74.62,26.3333333333,0.08,61.7,67,63.3,87,61.7,-6.26,87,,74.62,0.08,0.2,,0.15,6.15,33.85,0.18,16.85,1.0,0.99,-4.01,,0.41
92.4,45.6,0.03,81.1,57.1,74.5,70.1,1cde31ce5d4511e39f230afe28994b0e_5.jpg,55,45.4,ny,1,-8.23,,91.54,26.6666666667,0.91,81.9,57.1,81.1,89.6,81.9,-0.25,89.6,0.02,91.54,0.43,,,0.92,15.38,26.92,0.01,23.25,0.0,0,4.52,,1
108,49.4,0.97,89.7,70.6,87.2,59.5,989fbda45eae11e38bb00e3bf384f99a_5.jpg,67.3,51.2,ny,1,20.18,,106.92,29.6666666667,0.97,89.1,70.6,89.7,105.1,89.1,-3.44,105.1,0.44,106.92,0,,0.13,0.45,7.69,30.77,,37.26,1.0,1,-2.24,,0
49.2,93.5,0.98,112.5,33.8,40.7,97.4,09c9d74e62d811e388b30e6b27d154d8_5.jpg,32.1,94.9,ny,1,22.21,,45.38,38.6666666667,0.87,111.2,33.8,112.5,49.5,111.2,-5.42,49.5,,45.38,0.01,,0.08,0.3,74.62,18.46,,28.18,1.0,0,-0.94,0.17,1
109,17.3,0.97,35.7,106.4,110.2,24.2,6b7460765feb11e3a531121870f29001_5.jpg,97.3,24,moscow,0.01,6.58,,50,25.0,0.86,30.5,106.4,35.7,114.4,30.5,-30.74,114.4,,50,0.01,0.03,0.16,0.68,0,76.92,,51.18,0.0,1,53.83,,0
81,93.3,0.04,130.3,47.5,64.1,112.5,4b18143e601911e3a3c3124d14175f30_5.jpg,43.6,95.9,ny,1,1.69,,79.23,24.6666666667,0.89,128.5,47.5,130.3,73.4,128.5,-6.01,73.4,,79.23,0.09,0.07,0.04,0.24,63.85,21.54,,21.09,0.0,0,15.99,,0
79.9,44,0.16,64.9,55.9,67.2,56.1,6ba394d4608d11e3897212c3308c983e_5.jpg,55.7,43.7,ny,1,-0.16,,55.38,23.0,1,65.2,55.9,64.9,78.9,65.2,0.68,78.9,,55.38,0.01,0.03,,1,23.08,41.54,,23.57,0.0,0.4,-4,0,0
128.2,61.5,0.37,79.4,119.6,128.5,67.9,52f94ea0600c11e3ba25129d09c8e96a_5.jpg,115.6,63.9,moscow,1,10.21,,38.46,23.6666666667,0.95,77.3,119.6,79.4,131,77.3,-13.34,131,,38.46,0,0.22,,0.97,46.15,103.08,,16.68,0.0,0,60.51,0.04,0
93.2,59.6,0.92,86.4,74,79.2,78,e090a2bc621511e3927d12fd8d397d26_5.jpg,67.6,61.3,ny,1,-13.2,0.1,56.92,25.1666666667,0.01,85.8,74,86.4,92,85.8,-4.23,92,,56.92,0,0.45,,0.19,39.23,50.77,,29.09,1.0,0,-12.38,,0
108.9,72.2,0.02,107.6,71.8,89.3,89.2,1dc16d905f8911e3b9650aa93900baa2_5.jpg,73.6,70.7,berlin,0.49,6.55,,72.31,21.0,0.96,108.4,71.8,107.6,102,108.4,1.58,102,,72.31,1,,,0.96,49.23,48.46,0.23,18,1.0,0.08,-2.62,0,0.26
101,32.1,0.07,54.2,80.3,91.3,40.3,3279e3c0610011e3b81412aba90aafbf_5.jpg,80.9,34.4,sao_paulo,1,13.51,,55.38,21.3333333333,0.99,52.1,80.3,54.2,102.7,52.1,-7.86,102.7,,55.38,0.92,,0.01,1,12.31,63.85,0.01,26.53,0.0,1,3.81,,0
53.7,43,0.76,73.2,35.8,41.3,64.6,8b357d205f8511e385e812e8c2738d88_5.jpg,29.9,47.9,berlin,0.99,-12.75,,63.08,24.0,0.08,68.7,35.8,73.2,57.5,68.7,-11.65,57.5,,63.08,0.21,0.09,,0.82,20,11.54,,29.74,1.0,0.15,-21.11,0.01,0.01
91.5,73.9,0.91,96.2,70.6,78.8,85.3,5eebb49c5e8511e399f0124b12b579b6_5.jpg,68.2,72.3,sao_paulo,1,1.17,0.24,64.62,26.6666666667,0.48,97.6,70.6,96.2,86.1,97.6,4.12,86.1,,64.62,0,,0.13,0.1,51.54,47.69,,40.36,1.0,0.99,-1.85,,1
82.9,25.5,0,69.2,66.8,66.2,55.3,5fa1c23e5ce911e38bfa12a09f5eb088_5.jpg,53.9,38.7,sao_paulo,0.04,-8.59,,86.15,20.0,0.98,59.6,66.8,69.2,87.4,59.6,-23.76,87.4,,86.15,0.07,,0.01,0.99,3.08,24.62,,18.08,0.0,0,-32.2,0.07,0
129.4,66.1,0,86.9,96.6,117.8,82.2,58d297085f8711e3856d0e35c325b47e_5.jpg,105.3,60.3,sao_paulo,1,-10.82,,67.69,24.3333333333,0.04,93.3,96.6,86.9,115.9,93.3,11.1,115.9,,67.69,0.01,,0.31,0.19,35.38,81.54,,23.66,0.0,0,44.69,0.12,0
122,26.4,0.02,48.6,98.3,106,36.6,3e8a651e628a11e39a630ed4b936de13_5.jpg,97.6,25.1,ny,1,1.99,,56.92,26.0,0.27,49.8,98.3,48.6,118.6,49.8,3.73,118.6,,56.92,0,0.09,0.06,0.88,6.15,80.77,,21.93,0.0,0.06,-17.07,,0
66,68.7,0.02,80,35.6,51.3,70.8,16aae96a604111e38fc1125b28ccee1e_5.jpg,42.5,60.9,sao_paulo,1,20.48,0,61.54,19.3333333333,1,88.4,35.6,80,59.2,88.4,21.15,59.2,,61.54,0.1,0.02,,1,43.08,23.08,,20.84,0.0,1,-3.5,,0
73.8,34.6,0.01,48.8,66.5,66.1,43.4,2701cbde5f8e11e3b04b122cde63a204_5.jpg,61.8,35.3,moscow,1,-9.82,,36.92,22.6666666667,0.5,47.5,66.5,48.8,75.1,47.5,-2.14,75.1,,36.92,0.28,,,0.77,20.77,49.23,0.08,24.77,0.0,0.73,-48.54,0.09,0
70.7,75.9,0.01,94.5,60.7,64.3,84,0bd7e3ea5d1b11e3a99c12ff1b20f24a_5.jpg,56.6,78.5,moscow,0.97,10.56,0.03,42.31,31.0,0.72,91.9,60.7,94.5,72.3,91.9,-10.14,72.3,,42.31,0.01,0.1,,0.9,60,43.08,,22.59,0.0,0,-12.81,,0.27
88.8,64,0.04,94.6,60.6,71.9,84,688bea4c5dd311e39fd912d71e4039e8_5.jpg,58.9,62.7,moscow,1,-9.36,,77.69,21.0,0.02,95.9,60.6,94.6,83,95.9,2.28,83,,77.69,0,0.06,,0.38,37.69,34.62,,27.35,0.0,0,1.05,0.25,0
51.1,61.9,0,93.5,33.4,41.9,82,a915f8d85d4111e3bef712031e35447b_5.jpg,27.3,68.1,ny,0.97,-11.32,,74.62,19.3333333333,0.27,90.8,33.4,93.5,52.8,90.8,-15.23,52.8,,74.62,0,0.24,,0.49,36.92,3.85,,17.74,0.333333333333,0,10.96,0.36,0
72.7,43.2,0.02,76.2,61.6,69,56.6,16bd2a80627b11e3a2fd12a48db3bd35_5.jpg,47.2,49.2,moscow,1,7.39,,70.77,31.3333333333,0.04,70.4,61.6,76.2,80.4,70.4,-14.1,80.4,0.07,70.77,0.28,,,0.24,21.54,27.69,,18.84,0.0,0,24.38,0.04,0.67
81.8,55.7,0.75,96.1,45.2,56.6,74.8,2f77665062b511e385be122f6f4f6846_5.jpg,41,60.5,ny,0.86,1.2,0.11,108.46,31.0,0.8,95,45.2,96.1,75.9,95,-8.61,75.9,,108.46,0.03,,0.04,0.08,15.38,5.38,,49.52,1.0,0,-17.38,,0.99
70.3,21.8,0.01,52,47.5,51.7,36,71141b8e608b11e3a33512f6e61f351c_5.jpg,43.8,22.2,moscow,1,-0.5,,59.23,22.6666666667,0.03,51.3,47.5,52,66.4,51.3,-0.09,66.4,,59.23,0,0.03,0.19,0.23,4.62,26.15,,22.63,0.0,0,-33.05,,0.03
93.9,34.1,0.47,60.9,68.1,78.2,54.7,1a654812629811e3a9a012b4cf9f5219_5.jpg,65.2,34.9,moscow,0.94,-21.25,,76.15,14.0,1,60.6,68.1,60.9,91,60.6,-2.14,91,,76.15,0.02,,0.05,0.76,6.15,42.31,,15.18,0.0,0.07,-5.85,0.06,0.89
75.6,35.8,0.27,45.2,61.6,71.7,40.7,4a8bdcf2627211e3bf60122558be4625_5.jpg,64.9,32.7,sao_paulo,0.98,7.16,,34.62,25.3333333333,0.94,46.7,61.6,45.2,70.9,46.7,13.01,70.9,,34.62,0.19,0.13,,0.93,20,51.54,,30.33,0.0,1,50.08,0.03,0
